34	AGS	KAGS	Augusta Regional机场	AUGUSTA RGNL AT BUSH FLD	奥古斯机场	美国	US	乔治亚州	AGS	-81.964500	33.369946	144.000000	None	None	GMT -5
35	AGU	MMAS	阿瓜斯卡连特斯机场	AGUASCALIENTES-JESUS TERAN INT	阿瓜斯机场	墨西哥	ME	阿瓜斯卡连特斯	AGU	-102.317894	21.705486	6112.000000	None	None	GMT -6
36	AJU	SBAR	阿拉卡茹机场	ARACAJU/SANTA MARIA	阿拉卡机场	巴西	BR	阿拉卡茹	AJU	-37.073334	-10.985278	23.000000	None	None	GMT -3
37	AJY	DRZA	阿加德兹机场	AGADEZ/MANU DAYAK	阿加德机场	尼日尔	NE	阿加德兹	AJY	7.990278	16.962221	1660.000000	None	None	GMT +1
38	AKA	ZLAK	安康机场	ANKANG	安康机场	中国	CN	安康	AKA	108.930832	32.708057	859.000000	None	None	GMT +8
39	AKJ	RJEC	旭川机场	ASAHIKAWA	旭川机场	日本	JP	旭川	AKJ	142.447495	43.670834	690.000000	None	None	GMT +9
40	AKL	NZAA	奥克兰机场	AUCKLAND	奥克兰机场	新西兰	NZ	奥克兰	AKL	174.791672	-37.008057	23.000000	None	None	GMT +13
41	AKU	ZWAK	阿克苏温宿机场	AKESU	阿克苏机场	中国	CN	阿克苏	AKU	80.284721	41.259167	3836.000000	None	None	GMT +8
42	AKX	UATT	阿克纠宾斯克机场	AKTOBE	阿克纠机场	哈萨克斯坦	KA	阿克纠宾斯克	AKX	57.206669	50.245834	738.000000	None	None	GMT +5
43	ALA	UAAA	阿拉木图机场	ALMATY	阿拉木图机场	哈萨克斯坦	KA	阿拉木图	ALA	77.044724	43.355278	2233.000000	None	None	GMT +6
44	ALB	KALB	奥尔巴尼机场	ALBANY INTL.	奥尔巴尼机场	美国	US	纽约	ALB	-73.801971	42.749111	285.000000	None	None	GMT -5
45	ALG	DAAG	阿尔及尔机场	ALGER/HOUARI BOUMEDIENE	阿尔及尔机场	阿尔及利亚	DZ	阿尔及尔	ALG	3.214556	36.693832	82.000000	None	None	GMT +1
46	ALI	KALI	艾丽斯机场	ALICE INTL	艾丽斯机场	美国	US	艾丽斯	ALI	-98.026947	27.740889	178.000000	None	None	GMT -6
47	ALN	KALN	奥尔顿机场	ST LOUIS RGNL	奥尔顿机场	美国	US	奥尔顿	ALN	-90.045990	38.889915	543.000000	None	None	GMT -6
48	ALO	KALO	滑铁卢地区机场	WATERLOO REGIONAL	滑铁卢机场	美国	US	滑铁卢	ALO	-92.400345	42.557079	873.000000	None	None	GMT -6
49	ALW	KALW	瓦拉瓦拉机场	WALLA WALLA REGIONAL	瓦拉瓦机场	美国	US	瓦拉瓦拉	ALW	-118.289001	46.094776	1194.000000	None	None	GMT -8
50	AMA	KAMA	阿马里洛机场	RICK HUSBAND AMARILLO INTL	阿马里洛机场	美国	US	阿马里洛	AMA	-101.705917	35.219360	3607.000000	None	None	GMT -6
51	AMD	VAAH	萨达尔?瓦拉巴伊?帕特尔机场	AHMEDABAD	萨达尔机场	印度	IN	艾哈迈达巴德	AMD	72.626434	23.071190	189.000000	None	None	GMT +5:30
52	AMI	WADA	Selaparang机场	MATARAM SELAPARANG	龙目机场	印度尼西亚	ID	马塔兰	AMI	116.099442	-8.561945	52.000000	None	None	None
53	AMM	OJAI	安曼阿莉娅王后机场	QUEEN ALIA-AMMAN	曼谷机场	约旦	JO	安曼	AMM	35.993214	31.722555	2395.000000	None	None	GMT +2
54	AMS	EHAM	荷兰阿姆斯特丹斯史基浦(西霍普)机场	AMSTERDAM SCHIPHOL	阿姆斯特丹机场	荷兰	NL	阿姆斯特丹	AMS	4.764167	52.308056	-11.000000	None	None	GMT +1
55	ANB	KANB	安妮斯顿梅特勒波利滕机场	ANNISTON METROPOLITAN	安妮斯顿梅特勒波利滕机场	美国	US	安妮斯顿	ANB	-85.858109	33.588165	612.000000	None	None	GMT -6
56	ANC	PANC	泰德?史蒂文斯安克雷奇机场	TED STEVENS ANCHORAGE INTL	史蒂文机场	美国	US	安克雷奇	ANC	-149.996368	61.174362	152.000000	None	None	GMT -9
57	AND	KAND	安德森机场	ANDERSON CO	安德森机场	美国	US	安德森	AND	-82.709389	34.494583	782.000000	None	None	GMT -5
58	ANF	SCFA	CERRO MORENO机场	ANTOFAGASTA	安托法场	智利	CH	安托法加斯塔	ANF	-70.445000	-23.444445	455.000000	None	None	GMT -3
59	ANR	EBAW	安特卫普机场	ANTWERP	安特卫机场	比利时	BE	安特卫普	ANR	4.460278	51.189445	39.000000	None	None	GMT +1
60	AOC	EDAC	莱比锡阿尔滕堡机场	LEIPZIG-ALTENBURG	莱比锡机场	德国	DE	莱比锡	AOC	12.506361	50.981815	640.000000	None	None	GMT +1
61	AOG	ZYAS	鞍山腾鳌机场	ANSHAN	鞍山机场	中国	CN	鞍山	AOG	122.853767	41.105934	75.000000	None	None	GMT +8
62	AOI	LIPY	安科纳机场	ANCONA FALCONARA	安科纳机场	意大利	IT	安科纳	AOI	13.360278	43.616669	50.000000	None	None	GMT +1
63	AOJ	RJSA	青森机场	AOMORI	青森机场	日本	JP	青森	AOJ	140.688614	40.733334	650.000000	None	None	GMT +9
64	AOR	WMKA	AOR机场	ALOR STAR	AOR机场	马来西亚	MY	亚罗士打	AOR	100.400833	6.194472	15.000000	None	None	GMT +8
65	APL	FQNP	楠普拉机场	NAMPULA	楠普拉机场	莫桑比克	MO	楠普拉	APL	39.284447	-15.102778	1444.000000	None	None	GMT +2
66	APN	KAPN	阿尔皮纳机场	ALPENA COUNTY RGNL	阿尔皮纳机场	美国	US	阿尔皮纳	APN	-83.560303	45.078083	690.000000	None	None	GMT -5
67	APW	NSFA	阿皮亚机场	FALEOLO INTERNATIONAL	阿皮亚机场	萨摩亚	WS	阿皮亚	APW	-171.997162	-13.829667	58.000000	None	None	GMT +14
68	AQG	ZSAQ	安庆天柱山机场	ANQING	天柱山机场	中国	CN	安庆	AQG	117.049721	30.582222	56.000000	None	None	GMT +8
69	AQP	KAQP	阿雷基帕机场	APPLETON MUNI	阿雷基机场	秘鲁	PE	阿雷基帕	AQP	-16.350000	-71.566704	1020.000000	None	None	None
70	ARH	ULAA	阿尔汉格尔斯克机场	ARKHANGELSK	阿尔汉机场	俄罗斯	RU	阿尔汉格尔斯克	ARH	40.718334	64.599998	62.000000	None	None	GMT +3
71	ARN	ESSA	斯德哥尔摩机场	STOCKHOLM ARLANDA	斯德哥尔摩机场	瑞典	SW	斯德哥尔摩	ARN	17.918612	59.651943	137.000000	None	None	GMT +1
72	ART	KART	沃特敦机场	WATERTOWN INTL	沃特敦机场	美国	US	沃特敦	ART	-76.020653	43.991882	328.000000	None	None	GMT -5
73	ASB	UTAA	阿什哈巴德机场	ASHGABAT	阿什哈巴机场	土库曼斯坦	TK	阿什哈巴德	ASB	58.363335	37.991669	692.000000	None	None	GMT +5
74	ASE	KASE	阿斯彭机场	ASPEN PITKIN CO	阿斯彭机场	美国	US	阿斯彭	ASE	-106.868858	39.223167	7820.000000	None	None	GMT -7
75	ASF	URWA	阿斯特拉罕机场	ASTRAKHAN	阿斯特机场	俄罗斯	RU	阿斯特拉罕	ASF	48.006390	46.283333	-65.000000	None	None	GMT +3
76	ASR	LTAU	开塞利机场	KAYSERI ERKILET	开塞利机场	土耳其	TU	开塞利	ASR	35.495277	38.770279	3506.000000	None	None	GMT +2
77	ASU	SGAS	亚松森机场	ASUNCION	亚松森机场	巴拉圭	PR	亚松森	ASU	-57.516827	-25.241093	292.000000	None	None	GMT -3
78	ASW	HESN	阿斯旺机场	ASWAN	阿斯旺机场	埃及	EG	阿斯旺	ASW	32.820000	23.964445	662.000000	None	None	GMT +2
79	ATH	LGAV	雅典机场	ATHENS ELEFTHERIOS VENIZELOS	雅典机场	希腊	GR	雅典	ATH	23.944500	37.936699	308.000000	None	None	GMT +2
80	ATL	KATL	哈兹菲尔德-杰克逊机场	HARTSFIELD-JACKSON ATLANTA INT	杰克逊机场	美国	US	亚特兰大	ATL	-84.428070	33.636719	1026.000000	None	None	GMT -5
81	ATY	KATY	沃特敦地区机场	WATERTOWN REGIONAL	沃特敦地区机场	美国	US	沃特敦	ATY	-97.154724	44.913971	1749.000000	None	None	GMT -6
82	ATZ	HEAT	艾斯尤特机场	ASYUT	艾斯尤机场	埃及	EG	艾斯尤特	ATZ	31.011944	27.046389	772.000000	None	None	None
83	AUH	OMAA	阿布扎比机场	ABU DHABI	阿布扎比机场	阿拉伯联合酋长国	AR	阿布扎比	AUH	54.651112	24.433056	88.000000	None	None	GMT +4
84	AUS	KAUS	奥斯汀贝格斯特罗姆机场	AUSTIN-BERGSTROM INTL	贝格斯机场	美国	US	奥斯汀	AUS	-97.669891	30.194529	542.000000	None	None	GMT -6
85	AVA	ZUAS	安顺黄果树机场	ANSHUN	黄果树机场	中国	CN	安顺	AVA	105.872223	26.261110	4807.000000	None	None	GMT +8
86	AVL	KAVL	阿什维尔机场	ASHEVILLE RGNL	阿什维尔机场	美国	US	阿什维尔	AVL	-82.541809	35.436195	2165.000000	None	None	GMT -5
87	AVP	KAVP	威尔克斯-巴里机场	WILKES-BARRE/SCRANTON INTL	威尔克斯机场	美国	US	Pittston Township	AVP	-75.723389	41.338470	962.000000	None	None	GMT -5
88	AVV	YMAV	爱华隆机场	AVALON	爱华隆机场	澳大利亚	AU	墨尔本	AVV	144.469452	-38.039444	35.000000	None	None	GMT +11
89	AXF	ZBAL	阿拉善左旗巴彦浩特机场	ALASHAN	阿拉善左旗机场	中国	CN	阿拉善左旗	AXF	105.671738	38.844597	-10000.000000	None	None	None
90	AXN	KAXN	亚历山德里亚机场	CHANDLER FIELD	德里亚机场	美国	US	亚历山德里亚	AXN	-95.394669	45.866306	1425.000000	None	None	GMT -6
91	AXT	RJSK	秋田机场	AKITA	秋田机场	日本	JP	秋田	AXT	140.218613	39.615555	305.000000	None	None	GMT +9
92	AYT	LTAI	安塔利亚机场	ANTALYA	安塔利亚机场	土耳其	TU	安塔利亚	AYT	30.792778	36.900276	177.000000	None	None	GMT +2
93	AZD	OIYY	亚兹德机场	YAZD/SHAHID SADOOGHI	亚兹德机场	伊朗	IR	亚兹德	AZD	54.276390	31.906111	4054.000000	None	None	GMT +3:30
94	AZI	OMAD	阿布扎比巴德恩机场	ABU DHABI-AL BATEEN EXECUTIVE	巴德恩机场	阿拉伯联合酋长国	AR	阿布扎比	AZI	54.458084	24.428333	16.000000	None	None	None
95	AZO	KAZO	卡拉马祖/巴特尔克里克机场	KALAMAZOO/BATTLE CREEK INTL	卡拉马祖机场	美国	US	卡拉马祖	AZO	-85.551559	42.234390	874.000000	None	None	GMT -5
96	BAH	OBBI	巴林机场	BAHRAIN INTL	巴林机场	巴林	BH	巴林	BAH	50.633610	26.270832	6.000000	None	None	GMT +3
97	BAQ	SKBQ	巴兰基亚机场	BARRANQUILLA	巴兰基亚机场	哥伦比亚	CO	巴兰基亚	BAQ	-74.780678	10.889461	98.000000	None	None	GMT -5
98	BAV	ZBOW	包头二里半机场	BAOTOU	二里半机场	中国	CN	包头	BAV	109.996666	40.559723	3321.000000	None	None	GMT +8
99	BCD	RPVB	巴科洛得机场	BACOLOD	巴科洛机场	菲律宾	PH	巴科洛得	BCD	123.019104	10.776603	86.000000	None	None	GMT +8
100	BCN	LEBL	巴塞罗那机场	BARCELONA	巴塞罗那机场	西班牙	ES	巴塞罗那	BCN	2.078333	41.296944	14.000000	None	None	GMT +1
101	BDE	KBDE	巴德特BAUDETTE机场	BAUDETTE INTL	巴德特机场	美国	US	伍兹湖县	BDE	-94.612206	48.728439	1086.000000	None	None	GMT -6
102	BDL	KBDL	哈特福德机场	HARTFORD COUNTY CONNECTICUT	哈特福德机场	美国	US	哈特福德县	BDL	-72.683220	41.938889	173.000000	None	None	GMT -5
103	BDN	KBDN	希拉本德机场	BEND MUNI	希拉本德机场	美国	US	希拉本德	BDN	-121.200218	44.094555	3460.000000	None	None	None
104	BDO	WICC	万隆机场	HUSEIN SASTRANEGARA-BANDUNG	万隆机场	印度尼西亚	ID	万隆	BDO	107.576111	-6.901945	2436.000000	None	None	GMT +7
105	BDQ	VABO	巴罗达机场	VADODARA	巴罗达机场	印度	IN	巴罗达	BDQ	73.218864	22.330000	129.000000	None	None	GMT +5:30
106	BDR	KBDR	布里奇波特机场	IGOR I SIKORSKY MEMORIAL	布里奇波机场	美国	US	布里奇波特	BDR	-73.126167	41.163471	9.000000	None	None	GMT -5
107	BDS	LIBR	布林迪西机场	BRINDISI	布林迪西机场	意大利	IT	布林迪西	BDS	17.948116	40.660645	47.000000	None	None	GMT +1
108	BEG	LYBE	贝尔格莱德机场	BEOGRAD/NIKOLA TESLA	贝尔格莱机场	塞尔维亚	SC	贝尔格莱德	BEG	20.307068	44.819382	336.000000	None	None	GMT +1
109	BEN	HLLB	班加西贝尼纳机场	BENGHAZI BENINA	贝尼纳机场	利比亚	LB	班加西	BEN	20.270832	32.097500	433.000000	None	None	GMT +2
110	BER	EDDB	柏林勃兰登堡机场	BERLIN-SCHONEFELD	勃兰登堡机场	德国	DE	柏林	BER	13.520620	52.378544	157.000000	None	None	GMT +1
111	BEY	OLBA	贝鲁特机场	RAFIC HARIRI BEIRUT INTL	贝鲁特机场	黎巴嫩	LB	贝鲁特	BEY	35.490032	33.819050	85.000000	None	None	GMT +2
112	BFD	KBFD	布拉德福德机场	BRADFORD RGNL	布拉德福机场	美国	US	布拉德福德	BFD	-78.640121	41.803066	2143.000000	None	None	GMT -5
113	BFI	KBFI	波音场国王郡立机场	BOEING FIELD/KING COUNTY INTL	波音国王机场	美国	US	西雅图	BFI	-122.301971	47.529999	21.000000	None	None	GMT -8
114	BFJ	ZUBJ	毕节飞雄机场	None	毕节飞雄机场	中国	CN	毕节	BFJ	105.301392	27.300280	4480.000000	None	None	None
115	BFL	KBFL	梅多斯场机场	MEADOWS FIELD	梅多斯机场	美国	US	贝克斯菲尔德	BFL	-119.057671	35.433861	510.000000	None	None	GMT -8
116	BFM	KBFM	Mobile Downtown机场	MOBILE DOWNTOWN	莫比尔市机场	美国	US	莫比尔	BFM	-88.068085	30.626778	26.000000	None	None	GMT -6
117	BFN	FABL	布隆方丹机场	BLOEMFONTEIN	布隆方丹机场	南非	ZA	布隆方丹	BFN	26.303965	-29.093788	4457.000000	None	None	GMT +2
118	BGM	KBGM	Greater Binghamton机场	GREATER BINGHAMTON/E A LINK FD	缅因机场	美国	US	缅因	BGM	-75.979721	42.208557	1636.000000	None	None	GMT -5
119	BGO	ENBR	卑尔根机场	BERGEN FLESLAND	卑尔根机场	挪威	NO	卑尔根	BGO	5.218056	60.293610	166.000000	None	None	GMT +1
120	BGR	KBGR	班戈机场	BANGOR INTL	班戈机场	美国	US	班戈	BGR	-68.828125	44.807438	192.000000	None	None	GMT -5
121	BGY	LIME	贝加莫机场	BERGAMO ORIO AL SERIO	贝加莫机场	意大利	IT	贝加莫	BGY	9.700278	45.668888	782.000000	None	None	GMT +1
122	BHD	EGAC	乔治?贝斯特贝尔法斯特机场	BELFAST CITY	贝斯特机场	英国	GB	贝尔法斯特	BHD	-5.872500	54.618057	15.000000	None	None	GMT 0
123	BHK	UTSB	布哈拉机场	BUKHARA	布哈拉机场	乌兹别克斯坦	UZ	布哈拉	BHK	64.483330	39.775002	751.000000	None	None	GMT +5
124	BHM	KBHM	伯明翰舒特尔斯沃思机场	BIRMINGHAM-SHUTTLESWORTH INTL	舒特尔机场	美国	US	伯明翰	BHM	-86.752304	33.563889	650.000000	None	None	GMT -6
125	BHS	YBTH	巴瑟斯特机场	BATHURST	巴瑟斯特机场	澳大利亚	AU	巴瑟斯特	BHS	149.651947	-33.409447	2435.000000	None	None	GMT +11
126	BHX	EGBB	伯明翰机场	BIRMINGHAM	伯明翰机场	英国	GB	伯明翰	BHX	-1.748028	52.453857	328.000000	None	None	GMT 0
127	BHY	ZGBH	北海福城机场	BEIHAI	福成机场	中国	CN	北海	BHY	109.293335	21.539722	83.000000	None	None	GMT +8
128	BIL	KBIL	比林斯机场	BILLINGS LOGAN INTERNATIONAL	比林斯机场	美国	US	比林斯	BIL	-108.542892	45.807667	3652.000000	None	None	GMT -7
129	BIO	LEBB	毕尔巴鄂机场	BILBAO	毕尔巴鄂机场	西班牙	ES	毕尔巴鄂	BIO	-2.910556	43.301109	137.000000	None	None	GMT +1
130	BIQ	LFBZ	比亚里茨-安格雷机场	BIARRITZ BAYONNE	安格雷机场	法国	FR	比亚里茨	BIQ	-1.531111	43.468334	245.000000	None	None	GMT +1
131	BIS	KBIS	俾斯麦机场	BISMARCK MUNI	俾斯麦机场	美国	US	俾斯麦	BIS	-100.745750	46.772720	1661.000000	None	None	GMT -6
132	BJC	KBJC	杰弗科机场	ROCKY MOUNTAIN METROPOLITAN	杰弗科机场	美国	US	杰弗科	BJC	-105.117195	39.908806	5673.000000	None	None	GMT -7
133	BJM	HBBA	布琼布拉机场	BUJUMBURA	布琼布拉机场	布隆迪	BD	布琼布拉	BJM	29.317223	-3.317778	2582.000000	None	None	GMT +2
134	BKE	KBKE	贝克机场	BAKER CITY MUNI	贝克机场	美国	US	贝克县	BKE	-117.809143	44.837349	3373.000000	None	None	GMT -8
135	BKI	WBKK	沙巴机场	KOTA KINABALU	亚庇机场	马拉西亚	MY	沙巴	BKI	116.053055	5.944722	10.000000	None	None	GMT +8
136	BKK	VTBS	曼谷(素万那普)机场	BANGKOK/SUVARNABHUMI	曼谷机场	泰国	TH	曼谷	BKK	100.748886	13.685833	5.000000	None	None	GMT +7
137	BKL	KBKL	克利夫兰伯克莱克夫兰特机场	BURKE LAKEFRONT	伯克莱特机场	美国	US	克利夫兰	BKL	-81.683334	41.517502	583.000000	None	None	GMT -5
138	BKO	GABS	巴马科机场	BAMAKO/SENOU	巴马科机场	马里	ML	巴马科	BKO	-7.943253	12.537864	1247.000000	None	None	GMT 0
139	BKS	WIPL	明古鲁机场	BENGKULU/FATMAWATI SOEKARNO	明古鲁机场	印度尼西亚	ID	明古鲁	BKS	102.339447	-3.861111	50.000000	None	None	GMT +7
140	BLH	KBLH	加利福尼亚布莱斯机场	BLYTHE	布莱斯机场	美国	US	加利福尼亚州	BLH	-114.716888	33.619167	399.000000	None	None	GMT -8
141	BLI	KBLI	贝灵汉机场	BELLINGHAM INTL	贝灵汉机场	美国	US	贝灵汉	BLI	-122.537529	48.792694	170.000000	None	None	GMT -8
142	BLL	EKBI	比隆德机场	BILLUND	比隆德机场	丹麦	DN	比隆德	BLL	9.151778	55.740322	247.000000	None	None	GMT +1
143	BLQ	LIPE	博罗尼亚机场	BOLOGNA	博罗尼亚机场	意大利	IT	博罗尼亚	BLQ	11.296945	44.530834	123.000000	None	None	GMT +1
144	BLR	VOBL	班加罗尔机场	BANGALORE INTL	班加罗尔机场	印度	IN	班加罗尔	BLR	77.705475	13.198867	3002.000000	None	None	GMT +5:30
145	BME	YBRM	布鲁姆机场	BROOME	布鲁姆机场	澳大利亚	AU	布鲁姆	BME	122.227776	-17.949722	56.000000	None	None	GMT +8
146	BNA	KBNA	纳什维尔机场	NASHVILLE INTERNATIONAL	纳什维尔机场	美国	US	纳什维尔	BNA	-86.678192	36.124474	599.000000	None	None	GMT -6
147	BNE	YBBN	布里斯班机场	BRISBANE	布里斯班机场	澳大利亚	AU	布里斯班	BNE	153.118332	-27.383333	13.000000	None	None	GMT +10
148	BOB	NTTB	博拉博拉机场	BORA BORA	博拉博拉机场	法属波利尼西亚	PY	博拉博拉	BOB	-151.752502	-16.443611	11.000000	None	None	GMT -10
149	BOD	LFBD	波尔多机场	BORDEAUX MERIGNAC	波尔多机场	法国	FR	波尔多	BOD	-0.715345	44.828651	166.000000	None	None	GMT +1
150	BOG	SKBO	波哥大机场	SANTAFE DE BOGOTA ELDORADO	波哥大机场	哥伦比亚	CO	波哥大	BOG	-74.146950	4.701656	8358.000000	None	None	GMT -5
151	BOI	KBOI	博伊西机场	BOISE AIR TERMINAL/GOWEN FIELD	博伊西机场	美国	US	博伊西	BOI	-116.222862	43.564362	2871.000000	None	None	GMT -7
152	BOM	VABB	孟买机场	MUMBAI	孟买机场	印度	IN	孟买	BOM	72.865982	19.091539	37.000000	None	None	GMT +5:30
153	BOS	KBOS	波士顿机场	GEN EDWARD LAWRENCE LOGAN INTL	波士顿机场	美国	US	波士顿	BOS	-71.006416	42.362972	20.000000	None	None	GMT -5
154	BOY	DFOO	BOBO DIOULASSO机场	BOBO-DIOULASSO	乌拉索机场	布基纳法索	BF	博博迪乌拉索	BOY	-4.321111	11.167500	1511.000000	None	None	GMT 0
155	BPL	ZWBL	博乐阿拉山口机场	BOLE	阿拉山口机场	中国	CN	博乐	BPL	82.300552	44.895000	1306.000000	None	None	GMT +8
156	BPN	WALL	巴厘巴板机场	BALIKPAPAN-SEPINGGAN	巴板机场	印度尼西亚	ID	巴厘巴板	BPN	116.893890	-1.267500	12.000000	None	None	GMT +8
157	BPX	ZUBD	昌都邦达机场	BANGDA	邦达机场	中国	CN	昌都	BPX	97.106667	30.555834	10000.000000	None	None	GMT +8
158	BQS	UHBB	布拉戈维申斯克机场	BLAGOVESCHENSK/IGNATYEVO	布拉戈机场	俄罗斯	RU	布拉戈维申斯克	BQS	127.411667	50.424999	639.000000	None	None	GMT +9
159	BQT	UMBB	布雷斯特机场	BREST	布雷斯特机场	白俄罗斯	BL	布雷斯特	BQT	23.896267	52.108257	468.000000	None	None	GMT +3
160	BRE	EDDW	不来梅机场	BREMEN	不来梅机场	德国	DE	不来梅	BRE	8.786747	53.047401	14.000000	None	None	GMT +1
161	BRI	LIBD	巴里机场	BARI	巴里机场	意大利	IT	巴里	BRI	16.764999	41.138058	187.000000	None	None	GMT +1
162	BRL	KBRL	伯灵顿机场	BURLINGTON MUNI	伯灵顿机场	美国	US	柏林顿	BRL	-91.125504	40.783226	698.000000	None	None	GMT -6
163	BRN	LSZB	伯尔尼机场	BERN BELP	伯尔尼机场	瑞士	CH	伯尔尼	BRN	7.499167	46.912224	1673.000000	None	None	GMT +1
164	BRO	KBRO	布朗斯维尔南帕德雷岛机场	BROWNSVILLE-SOUTH PADRE ISLAND	帕德雷岛机场	美国	US	布朗斯维尔	BRO	-97.425835	25.906834	22.000000	None	None	GMT -6
